Et30,SP,SdP,SA,SB
33.9,0.782,0.284,0.0,0.128
31.0,0.616,0.0,0.0,0.056
45.1,0.83,1.0,0.072,0.647
31.0,0.616,0.0,0.0,0.056
30.9,0.683,0.0,0.0,0.073
33.9,0.782,0.284,0.0,0.128
37.4,0.714,0.634,0.0,0.591
39.1,0.783,0.614,0.047,0.071
42.2,0.651,0.907,0.0,0.475
36.0,0.737,0.312,0.0,0.444
42.2,0.651,0.907,0.0,0.475
45.6,0.645,0.974,0.044,0.286
43.2,0.759,0.977,0.031,0.613
45.1,0.83,1.0,0.072,0.647
31.0,0.616,0.0,0.0,0.056
30.9,0.683,0.0,0.0,0.073
33.9,0.782,0.284,0.0,0.128
37.4,0.714,0.634,0.0,0.591
39.1,0.783,0.614,0.047,0.071
42.2,0.651,0.907,0.0,0.475
36.0,0.737,0.312,0.0,0.444
42.2,0.651,0.907,0.0,0.475
55.4,0.608,0.904,0.605,0.545
45.6,0.645,0.974,0.044,0.286
43.2,0.759,0.977,0.031,0.613
45.1,0.83,1.0,0.072,0.647
31.0,0.616,0.0,0.0,0.056
30.9,0.683,0.0,0.0,0.073
33.9,0.782,0.284,0.0,0.128
37.4,0.714,0.634,0.0,0.591
39.1,0.783,0.614,0.047,0.071
42.2,0.651,0.907,0.0,0.475
36.0,0.737,0.312,0.0,0.444
42.2,0.651,0.907,0.0,0.475
55.4,0.608,0.904,0.605,0.545
40.5,0.842,0.761,0.033,0.581
45.6,0.645,0.974,0.044,0.286
43.2,0.759,0.977,0.031,0.613
45.1,0.83,1.0,0.072,0.647
33.9,0.782,0.284,0.0,0.128
49.7,0.674,0.655,0.341,0.809
49.7,0.674,0.655,0.341,0.809
45.6,0.645,0.974,0.044,0.286
49.7,0.674,0.655,0.341,0.809
51.9,0.633,0.783,0.4,0.658
55.4,0.608,0.904,0.605,0.545
33.9,0.782,0.284,0.0,0.128
37.4,0.714,0.634,0.0,0.591
43.2,0.759,0.977,0.031,0.613
45.6,0.645,0.974,0.044,0.286
49.7,0.674,0.655,0.341,0.809
51.9,0.633,0.783,0.4,0.658
55.4,0.608,0.904,0.605,0.545
33.9,0.782,0.284,0.0,0.128
37.4,0.714,0.634,0.0,0.591
43.2,0.759,0.977,0.031,0.613
45.6,0.645,0.974,0.044,0.286
49.7,0.674,0.655,0.341,0.809
51.9,0.633,0.783,0.4,0.658
55.4,0.608,0.904,0.605,0.545
36.0,0.737,0.312,0.0,0.444
40.7,0.761,0.769,0.04,0.178
38.1,0.656,0.603,0.0,0.542
43.2,0.759,0.977,0.031,0.613
45.1,0.83,1.0,0.072,0.647
45.6,0.645,0.974,0.044,0.286
42.2,0.651,0.907,0.0,0.475
49.7,0.674,0.655,0.341,0.809
51.9,0.633,0.783,0.4,0.658
55.4,0.608,0.904,0.605,0.545
38.1,0.656,0.603,0.0,0.542
45.1,0.83,1.0,0.072,0.647
43.2,0.759,0.977,0.031,0.613
51.9,0.633,0.783,0.4,0.658
55.4,0.608,0.904,0.605,0.545
63.1,0.681,0.997,1.062,0.025
51.9,0.633,0.783,0.4,0.658
51.9,0.633,0.783,0.4,0.658
51.9,0.633,0.783,0.4,0.658
51.9,0.633,0.783,0.4,0.658
51.9,0.633,0.783,0.4,0.658
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.1,0.83,1.0,0.072,0.647
45.1,0.83,1.0,0.072,0.647
45.1,0.83,1.0,0.072,0.647
45.1,0.83,1.0,0.072,0.647
45.1,0.83,1.0,0.072,0.647
45.1,0.83,1.0,0.072,0.647
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
36.0,0.737,0.312,0.0,0.444
36.0,0.737,0.312,0.0,0.444
36.0,0.737,0.312,0.0,0.444
36.0,0.737,0.312,0.0,0.444
36.0,0.737,0.312,0.0,0.444
36.0,0.737,0.312,0.0,0.444
36.0,0.737,0.312,0.0,0.444
63.1,0.681,0.997,1.062,0.025
51.9,0.633,0.783,0.4,0.658
51.9,0.633,0.783,0.4,0.658
51.9,0.633,0.783,0.4,0.658
51.9,0.633,0.783,0.4,0.658
51.9,0.633,0.783,0.4,0.658
51.9,0.633,0.783,0.4,0.658
51.9,0.633,0.783,0.4,0.658
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.1,0.83,1.0,0.072,0.647
45.1,0.83,1.0,0.072,0.647
45.1,0.83,1.0,0.072,0.647
45.1,0.83,1.0,0.072,0.647
45.1,0.83,1.0,0.072,0.647
45.1,0.83,1.0,0.072,0.647
45.1,0.83,1.0,0.072,0.647
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
36.0,0.737,0.312,0.0,0.444
36.0,0.737,0.312,0.0,0.444
36.0,0.737,0.312,0.0,0.444
36.0,0.737,0.312,0.0,0.444
36.0,0.737,0.312,0.0,0.444
36.0,0.737,0.312,0.0,0.444
36.0,0.737,0.312,0.0,0.444
30.9,0.683,0.0,0.0,0.073
33.9,0.782,0.284,0.0,0.128
36.0,0.737,0.312,0.0,0.444
38.1,0.656,0.603,0.0,0.542
39.1,0.783,0.614,0.047,0.071
57.0,0.828,0.921,0.653,0.309
31.0,0.616,0.0,0.0,0.056
33.9,0.782,0.284,0.0,0.128
36.0,0.737,0.312,0.0,0.444
38.1,0.656,0.603,0.0,0.542
42.2,0.651,0.907,0.0,0.475
45.1,0.83,1.0,0.072,0.647
45.6,0.645,0.974,0.044,0.286
51.9,0.633,0.783,0.4,0.658
55.4,0.608,0.904,0.605,0.545
31.0,0.616,0.0,0.0,0.056
33.9,0.782,0.284,0.0,0.128
36.0,0.737,0.312,0.0,0.444
38.1,0.656,0.603,0.0,0.542
42.2,0.651,0.907,0.0,0.475
45.1,0.83,1.0,0.072,0.647
45.6,0.645,0.974,0.044,0.286
51.9,0.633,0.783,0.4,0.658
55.4,0.608,0.904,0.605,0.545
31.0,0.616,0.0,0.0,0.056
33.9,0.782,0.284,0.0,0.128
36.0,0.737,0.312,0.0,0.444
38.1,0.656,0.603,0.0,0.542
42.2,0.651,0.907,0.0,0.475
45.1,0.83,1.0,0.072,0.647
45.6,0.645,0.974,0.044,0.286
51.9,0.633,0.783,0.4,0.658
55.4,0.608,0.904,0.605,0.545
31.0,0.616,0.0,0.0,0.056
33.9,0.782,0.284,0.0,0.128
36.0,0.737,0.312,0.0,0.444
38.1,0.656,0.603,0.0,0.542
42.2,0.651,0.907,0.0,0.475
45.6,0.645,0.974,0.044,0.286
51.9,0.633,0.783,0.4,0.658
55.4,0.608,0.904,0.605,0.545
31.0,0.616,0.0,0.0,0.056
33.9,0.782,0.284,0.0,0.128
36.0,0.737,0.312,0.0,0.444
38.1,0.656,0.603,0.0,0.542
42.2,0.651,0.907,0.0,0.475
45.6,0.645,0.974,0.044,0.286
51.9,0.633,0.783,0.4,0.658
55.4,0.608,0.904,0.605,0.545
31.0,0.616,0.0,0.0,0.056
33.9,0.782,0.284,0.0,0.128
36.0,0.737,0.312,0.0,0.444
51.9,0.633,0.783,0.4,0.658
33.9,0.782,0.284,0.0,0.128
33.9,0.782,0.284,0.0,0.128
37.4,0.714,0.634,0.0,0.591
45.6,0.645,0.974,0.044,0.286
33.9,0.782,0.284,0.0,0.128
37.4,0.714,0.634,0.0,0.591
45.6,0.645,0.974,0.044,0.286
33.9,0.782,0.284,0.0,0.128
37.4,0.714,0.634,0.0,0.591
45.6,0.645,0.974,0.044,0.286
33.9,0.782,0.284,0.0,0.128
37.4,0.714,0.634,0.0,0.591
45.6,0.645,0.974,0.044,0.286
33.9,0.782,0.284,0.0,0.128
37.4,0.714,0.634,0.0,0.591
45.6,0.645,0.974,0.044,0.286
33.9,0.782,0.284,0.0,0.128
37.4,0.714,0.634,0.0,0.591
45.6,0.645,0.974,0.044,0.286
33.9,0.782,0.284,0.0,0.128
37.4,0.714,0.634,0.0,0.591
45.6,0.645,0.974,0.044,0.286
31.0,0.616,0.0,0.0,0.056
48.1,0.713,0.454,0.299,0.923
51.9,0.633,0.783,0.4,0.658
43.2,0.759,0.977,0.031,0.613
31.0,0.616,0.0,0.0,0.056
33.9,0.782,0.284,0.0,0.128
36.0,0.737,0.312,0.0,0.444
37.4,0.714,0.634,0.0,0.591
39.1,0.783,0.614,0.047,0.071
42.2,0.651,0.907,0.0,0.475
43.2,0.759,0.977,0.031,0.613
45.1,0.83,1.0,0.072,0.647
45.6,0.645,0.974,0.044,0.286
51.9,0.633,0.783,0.4,0.658
55.4,0.608,0.904,0.605,0.545
59.8,0.543,0.922,0.893,0.107
31.0,0.616,0.0,0.0,0.056
33.9,0.782,0.284,0.0,0.128
36.0,0.737,0.312,0.0,0.444
37.4,0.714,0.634,0.0,0.591
39.1,0.783,0.614,0.047,0.071
42.2,0.651,0.907,0.0,0.475
43.2,0.759,0.977,0.031,0.613
45.1,0.83,1.0,0.072,0.647
45.6,0.645,0.974,0.044,0.286
51.9,0.633,0.783,0.4,0.658
55.4,0.608,0.904,0.605,0.545
59.8,0.543,0.922,0.893,0.107
33.9,0.782,0.284,0.0,0.128
36.0,0.737,0.312,0.0,0.444
37.4,0.714,0.634,0.0,0.591
39.1,0.783,0.614,0.047,0.071
42.2,0.651,0.907,0.0,0.475
43.2,0.759,0.977,0.031,0.613
45.1,0.83,1.0,0.072,0.647
45.6,0.645,0.974,0.044,0.286
51.9,0.633,0.783,0.4,0.658
55.4,0.608,0.904,0.605,0.545
59.8,0.543,0.922,0.893,0.107
63.1,0.681,0.997,1.062,0.025
33.9,0.782,0.284,0.0,0.128
34.5,0.617,0.385,0.0,0.562
37.4,0.714,0.634,0.0,0.591
33.9,0.782,0.284,0.0,0.128
37.4,0.714,0.634,0.0,0.591
43.2,0.759,0.977,0.031,0.613
45.6,0.645,0.974,0.044,0.286
55.4,0.608,0.904,0.605,0.545
33.9,0.782,0.284,0.0,0.128
37.4,0.714,0.634,0.0,0.591
43.2,0.759,0.977,0.031,0.613
45.6,0.645,0.974,0.044,0.286
55.4,0.608,0.904,0.605,0.545
33.9,0.782,0.284,0.0,0.128
37.4,0.714,0.634,0.0,0.591
43.2,0.759,0.977,0.031,0.613
45.6,0.645,0.974,0.044,0.286
33.9,0.782,0.284,0.0,0.128
37.4,0.714,0.634,0.0,0.591
33.9,0.782,0.284,0.0,0.128
37.4,0.714,0.634,0.0,0.591
33.9,0.782,0.284,0.0,0.128
33.9,0.782,0.284,0.0,0.128
34.5,0.617,0.385,0.0,0.562
33.9,0.782,0.284,0.0,0.128
36.5,0.7,0.768,0.0,0.584
39.1,0.783,0.614,0.047,0.071
31.0,0.616,0.0,0.0,0.056
33.9,0.782,0.284,0.0,0.128
36.0,0.737,0.312,0.0,0.444
37.4,0.714,0.634,0.0,0.591
38.1,0.656,0.603,0.0,0.542
39.1,0.783,0.614,0.047,0.071
42.2,0.651,0.907,0.0,0.475
43.2,0.759,0.977,0.031,0.613
45.1,0.83,1.0,0.072,0.647
45.6,0.645,0.974,0.044,0.286
31.0,0.616,0.0,0.0,0.056
33.9,0.782,0.284,0.0,0.128
36.0,0.737,0.312,0.0,0.444
37.4,0.714,0.634,0.0,0.591
38.1,0.656,0.603,0.0,0.542
39.1,0.783,0.614,0.047,0.071
42.2,0.651,0.907,0.0,0.475
45.1,0.83,1.0,0.072,0.647
45.6,0.645,0.974,0.044,0.286
31.0,0.616,0.0,0.0,0.056
33.9,0.782,0.284,0.0,0.128
36.0,0.737,0.312,0.0,0.444
37.4,0.714,0.634,0.0,0.591
38.1,0.656,0.603,0.0,0.542
42.2,0.651,0.907,0.0,0.475
43.2,0.759,0.977,0.031,0.613
45.1,0.83,1.0,0.072,0.647
45.6,0.645,0.974,0.044,0.286
59.8,0.543,0.922,0.893,0.107
39.1,0.783,0.614,0.047,0.071
51.9,0.633,0.783,0.4,0.658
55.4,0.608,0.904,0.605,0.545
59.8,0.543,0.922,0.893,0.107
39.1,0.783,0.614,0.047,0.071
45.6,0.645,0.974,0.044,0.286
51.9,0.633,0.783,0.4,0.658
55.4,0.608,0.904,0.605,0.545
59.8,0.543,0.922,0.893,0.107
39.1,0.783,0.614,0.047,0.071
42.2,0.651,0.907,0.0,0.475
45.6,0.645,0.974,0.044,0.286
45.1,0.83,1.0,0.072,0.647
51.9,0.633,0.783,0.4,0.658
55.4,0.608,0.904,0.605,0.545
59.8,0.543,0.922,0.893,0.107
55.4,0.608,0.904,0.605,0.545
55.4,0.608,0.904,0.605,0.545
55.4,0.608,0.904,0.605,0.545
55.4,0.608,0.904,0.605,0.545
34.3,0.793,0.27,0.0,0.124
31.0,0.616,0.0,0.0,0.056
33.9,0.782,0.284,0.0,0.128
37.4,0.714,0.634,0.0,0.591
39.1,0.783,0.614,0.047,0.071
43.2,0.759,0.977,0.031,0.613
45.6,0.645,0.974,0.044,0.286
51.9,0.633,0.783,0.4,0.658
55.4,0.608,0.904,0.605,0.545
31.0,0.616,0.0,0.0,0.056
33.9,0.782,0.284,0.0,0.128
37.4,0.714,0.634,0.0,0.591
39.1,0.783,0.614,0.047,0.071
43.2,0.759,0.977,0.031,0.613
45.6,0.645,0.974,0.044,0.286
51.9,0.633,0.783,0.4,0.658
55.4,0.608,0.904,0.605,0.545
31.0,0.616,0.0,0.0,0.056
33.9,0.782,0.284,0.0,0.128
36.0,0.737,0.312,0.0,0.444
37.4,0.714,0.634,0.0,0.591
38.1,0.656,0.603,0.0,0.542
40.7,0.761,0.769,0.04,0.178
39.1,0.783,0.614,0.047,0.071
42.2,0.651,0.907,0.0,0.475
40.5,0.842,0.761,0.033,0.581
43.2,0.759,0.977,0.031,0.613
45.6,0.645,0.974,0.044,0.286
45.1,0.83,1.0,0.072,0.647
48.4,0.633,0.808,0.283,0.83
55.4,0.608,0.904,0.605,0.545
40.7,0.761,0.769,0.04,0.178
43.2,0.759,0.977,0.031,0.613
45.1,0.83,1.0,0.072,0.647
33.9,0.782,0.284,0.0,0.128
37.4,0.714,0.634,0.0,0.591
39.1,0.783,0.614,0.047,0.071
43.2,0.759,0.977,0.031,0.613
33.9,0.782,0.284,0.0,0.128
37.4,0.714,0.634,0.0,0.591
39.1,0.783,0.614,0.047,0.071
33.9,0.782,0.284,0.0,0.128
37.4,0.714,0.634,0.0,0.591
55.4,0.608,0.904,0.605,0.545
31.0,0.616,0.0,0.0,0.056
31.0,0.616,0.0,0.0,0.056
33.9,0.782,0.284,0.0,0.128
37.4,0.714,0.634,0.0,0.591
42.2,0.651,0.907,0.0,0.475
45.6,0.645,0.974,0.044,0.286
55.4,0.608,0.904,0.605,0.545
30.9,0.683,0.0,0.0,0.073
33.9,0.782,0.284,0.0,0.128
36.0,0.737,0.312,0.0,0.444
37.4,0.714,0.634,0.0,0.591
39.1,0.783,0.614,0.047,0.071
45.6,0.645,0.974,0.044,0.286
45.1,0.83,1.0,0.072,0.647
33.9,0.782,0.284,0.0,0.128
36.0,0.737,0.312,0.0,0.444
37.4,0.714,0.634,0.0,0.591
39.1,0.783,0.614,0.047,0.071
45.6,0.645,0.974,0.044,0.286
45.1,0.83,1.0,0.072,0.647
30.9,0.683,0.0,0.0,0.073
33.9,0.782,0.284,0.0,0.128
36.0,0.737,0.312,0.0,0.444
37.4,0.714,0.634,0.0,0.591
39.1,0.783,0.614,0.047,0.071
45.6,0.645,0.974,0.044,0.286
45.1,0.83,1.0,0.072,0.647
31.1,0.635,0.0,0.0,0.083
33.9,0.782,0.284,0.0,0.128
36.0,0.737,0.312,0.0,0.444
37.4,0.714,0.634,0.0,0.591
40.7,0.761,0.769,0.04,0.178
45.1,0.83,1.0,0.072,0.647
45.6,0.645,0.974,0.044,0.286
33.9,0.782,0.284,0.0,0.128
36.0,0.737,0.312,0.0,0.444
37.4,0.714,0.634,0.0,0.591
40.7,0.761,0.769,0.04,0.178
45.1,0.83,1.0,0.072,0.647
45.6,0.645,0.974,0.044,0.286
48.1,0.713,0.454,0.299,0.923
31.0,0.616,0.0,0.0,0.056
33.0,0.672,0.175,0.0,0.637
33.9,0.782,0.284,0.0,0.128
34.1,0.625,0.324,0.0,0.657
36.0,0.737,0.312,0.0,0.444
36.6,0.875,0.497,0.0,0.192
37.4,0.714,0.634,0.0,0.591
38.1,0.656,0.603,0.0,0.542
39.1,0.783,0.614,0.047,0.071
41.0,0.632,0.732,0.145,0.928
42.2,0.651,0.907,0.0,0.475
43.2,0.759,0.977,0.031,0.613
45.1,0.83,1.0,0.072,0.647
45.6,0.645,0.974,0.044,0.286
48.1,0.713,0.454,0.299,0.923
48.4,0.633,0.808,0.283,0.83
49.7,0.674,0.655,0.341,0.809
51.9,0.633,0.783,0.4,0.658
31.0,0.616,0.0,0.0,0.056
32.1,0.66,0.108,0.0,0.885
32.4,0.768,0.0,0.0,0.044
33.0,0.672,0.175,0.0,0.637
33.9,0.782,0.284,0.0,0.128
34.1,0.625,0.324,0.0,0.657
36.0,0.737,0.312,0.0,0.444
36.6,0.875,0.497,0.0,0.192
37.4,0.714,0.634,0.0,0.591
38.1,0.656,0.603,0.0,0.542
39.1,0.783,0.614,0.047,0.071
41.0,0.632,0.732,0.145,0.928
42.2,0.651,0.907,0.0,0.475
43.2,0.759,0.977,0.031,0.613
45.1,0.83,1.0,0.072,0.647
45.6,0.645,0.974,0.044,0.286
48.1,0.713,0.454,0.299,0.923
48.4,0.633,0.808,0.283,0.83
49.7,0.674,0.655,0.341,0.809
31.0,0.616,0.0,0.0,0.056
32.1,0.66,0.108,0.0,0.885
33.0,0.672,0.175,0.0,0.637
33.9,0.782,0.284,0.0,0.128
34.1,0.625,0.324,0.0,0.657
36.0,0.737,0.312,0.0,0.444
36.6,0.875,0.497,0.0,0.192
37.4,0.714,0.634,0.0,0.591
38.1,0.656,0.603,0.0,0.542
39.1,0.783,0.614,0.047,0.071
41.0,0.632,0.732,0.145,0.928
42.2,0.651,0.907,0.0,0.475
43.2,0.759,0.977,0.031,0.613
45.1,0.83,1.0,0.072,0.647
45.6,0.645,0.974,0.044,0.286
48.1,0.713,0.454,0.299,0.923
36.0,0.737,0.312,0.0,0.444
42.2,0.651,0.907,0.0,0.475
45.6,0.645,0.974,0.044,0.286
36.0,0.737,0.312,0.0,0.444
42.2,0.651,0.907,0.0,0.475
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
43.2,0.759,0.977,0.031,0.613
42.2,0.651,0.907,0.0,0.475
37.4,0.714,0.634,0.0,0.591
36.0,0.737,0.312,0.0,0.444
40.7,0.761,0.769,0.04,0.178
39.1,0.783,0.614,0.047,0.071
33.9,0.782,0.284,0.0,0.128
33.9,0.782,0.284,0.0,0.128
51.9,0.633,0.783,0.4,0.658
33.9,0.782,0.284,0.0,0.128
51.9,0.633,0.783,0.4,0.658
33.9,0.782,0.284,0.0,0.128
36.0,0.737,0.312,0.0,0.444
37.4,0.714,0.634,0.0,0.591
40.7,0.761,0.769,0.04,0.178
43.2,0.759,0.977,0.031,0.613
45.6,0.645,0.974,0.044,0.286
51.9,0.633,0.783,0.4,0.658
55.4,0.608,0.904,0.605,0.545
33.9,0.782,0.284,0.0,0.128
36.0,0.737,0.312,0.0,0.444
37.4,0.714,0.634,0.0,0.591
40.7,0.761,0.769,0.04,0.178
43.2,0.759,0.977,0.031,0.613
45.6,0.645,0.974,0.044,0.286
51.9,0.633,0.783,0.4,0.658
55.4,0.608,0.904,0.605,0.545
31.0,0.616,0.0,0.0,0.056
30.9,0.683,0.0,0.0,0.073
30.9,0.581,0.0,0.0,0.053
34.5,0.617,0.385,0.0,0.562
36.0,0.737,0.312,0.0,0.444
33.9,0.782,0.284,0.0,0.128
37.4,0.714,0.634,0.0,0.591
45.1,0.83,1.0,0.072,0.647
42.2,0.651,0.907,0.0,0.475
48.0,0.812,0.959,0.024,0.613
41.1,0.689,0.783,0.01,0.537
40.7,0.761,0.769,0.04,0.178
39.1,0.783,0.614,0.047,0.071
32.4,0.768,0.0,0.0,0.044
55.8,0.814,1.006,0.549,0.414
54.1,0.759,0.977,0.031,0.613
43.2,0.759,0.977,0.031,0.613
42.9,0.763,0.987,0.028,0.65
38.9,0.645,0.637,0.0,0.527
38.1,0.656,0.603,0.0,0.542
38.5,0.674,0.535,0.0,0.525
41.9,0.648,0.707,0.0,0.477
45.6,0.645,0.974,0.044,0.286
56.3,0.777,0.91,0.717,0.534
47.7,0.722,0.383,0.259,0.912
48.1,0.713,0.454,0.299,0.923
48.8,0.698,0.552,0.315,0.879
49.7,0.674,0.655,0.341,0.809
50.7,0.658,0.748,0.367,0.782
51.9,0.633,0.783,0.4,0.658
55.4,0.608,0.904,0.605,0.545
59.8,0.543,0.922,0.893,0.107
33.9,0.782,0.284,0.0,0.128
33.9,0.782,0.284,0.0,0.128
